1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.061444676505596402e-01,1.516347736485658682e-01,2.408551001993314289e-02,2.471603974220775435e-01,8.003522731187120431e-01,-2.498879474670500755e+00,2.608436081739640231e-03,1.495289396875584043e+00,-1.441171286889817216e+00,6.109139709343038849e-01,-5.567958609485301746e-01,0.000000000000000000e+00
1.000000000000000056e-01,1.002203048481288133e-01,1.136131430077421262e-01,2.820027769505650123e-02,1.073925060960879696e+00,-3.295090149227408727e-01,-2.231906891834441797e+00,4.069617533176811928e-03,2.413605359508533166e+00,-2.767503921420074953e+00,8.525919235595667001e-01,-1.206490485471093166e+00,0.000000000000000000e+00
1.000000000000000056e-01,5.185551287326536224e-02,7.875038665561451268e-02,2.282942349920860300e-02,2.522855196778003295e-01,1.491007366325901584e+00,-3.256199625240702389e+00,4.456483330984699516e-03,2.227388117413060087e+00,-4.754071418194207865e+00,1.232945470033786073e-01,-2.649977847784513507e+00,0.000000000000000000e+00
1.000000000000000056e-01,4.778177260133972121e-02,5.816125260333224190e-02,8.064571697350194496e-03,7.633978784127447570e-01,5.627677333410341376e-01,-2.856944705567006082e+00,4.180632223531677641e-03,2.704450390731603981e+00,-5.488349360441834079e+00,2.344725513498722713e-01,-3.018371521060092544e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.465587684006025071e-02,3.923388378323054704e-02,-6.350324989605761125e-03,1.397261104745779470e+00,-8.322105154400594174e-01,-2.108386178645321074e+00,3.559164009752703497e-03,2.678734512733352169e+00,-6.511052282683746917e+00,-9.247990239150633007e-02,-3.739837867558878592e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.222341657821869772e-02,2.586926748585060415e-02,-2.153825172414956801e-02,8.969225148711355011e-01,2.606194640729211365e-01,-2.709695875383736574e+00,2.852079461374880994e-03,2.754083267201643537e+00,-7.163436197250024229e+00,-2.372143896748348524e-01,-4.172138540373539151e+00,0.000000000000000000e+00
1.000000000000000056e-01,-3.575287162713210176e-02,1.238832428677655133e-02,-3.610108495751220697e-02,1.414591831671025979e+00,-1.015091613074680543e+00,-1.957849660782419843e+00,2.183081376391123041e-03,1.981150644620931267e+00,-8.457133268062509757e+00,-1.167797445102812359e+00,-5.308185178338759691e+00,0.000000000000000000e+00
1.000000000000000056e-01,-4.341321084429047156e-02,5.342428416037155008e-03,-4.903354489621782053e-02,1.051484932491477009e+00,-2.040088896113154693e-01,-2.410185639549575320e+00,1.608485973077302105e-03,1.994533767100410415e+00,-8.821063139452679280e+00,-1.268740457428630286e+00,-5.557788914923631474e+00,0.000000000000000000e+00
1.000000000000000056e-01,-8.835681522258151399e-02,-2.564449476709289126e-03,-6.135403543925094239e-02,5.224551697217212354e-01,7.616504735588567332e-01,-2.849894430757428765e+00,1.143955044782346553e-03,1.138732355550490238e+00,-9.881406746599576962e+00,-2.186747102212610372e+00,-6.555927288836469913e+00,0.000000000000000000e+00
1.000000000000000056e-01,-9.700687575080950420e-02,-6.504966168273540114e-03,-7.039296341106830723e-02,8.579952306855571642e-01,3.022870466868488037e-02,-2.456200195716065515e+00,7.821157715276511220e-04,1.041680831003676921e+00,-1.016331275890188479e+01,-2.339926149263584776e+00,-6.781705778634615989e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.458122242628179799e-01,-1.123397886557461062e-02,-8.036218471843561972e-02,8.385433515525229087e-01,-1.312765199910022607e-01,-2.276812377522109188e+00,5.094289531972575908e-04,4.667157829752355269e-03,-1.119087334055878102e+01,-3.374519040862614894e+00,-7.811687141866400452e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.771813367917661197e-01,-1.395026817232191893e-02,-8.766449498950781849e-02,5.446435321262906859e-01,3.731087497150540888e-01,-2.488440257112065179e+00,3.070179984394842253e-04,-6.708490907451766239e-01,-1.184098126333005574e+01,-4.042688711281467562e+00,-8.469141642793751146e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.881549028221401187e-01,-1.530141347351706912e-02,-9.203975325864291457e-02,7.793345596546639165e-01,-1.583836874805281680e-01,-2.192489057436260325e+00,1.596825571250468003e-04,-8.959211698923599254e-01,-1.208132532565572248e+01,-4.272554179376684580e+00,-8.704692316171385613e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.084516406027775992e-01,-1.648557499242603655e-02,-9.634072183462141781e-02,5.404717424457516906e-01,2.666841916694650538e-01,-2.379346580958601631e+00,5.391867780215936403e-05,-1.349003174408985206e+00,-1.248355100634265824e+01,-4.710487103674121379e+00,-9.122067077077508301e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.194047263124202785e-01,-1.710321535636238899e-02,-9.894768626820246715e-02,7.093054753327190376e-01,-1.385171471358076500e-01,-2.143500068807709713e+00,-2.155082110428132409e-05,-1.594095489815563038e+00,-1.269993351415849858e+01,-4.947035052940853106e+00,-9.346993951033194747e+00,0.000000000000000000e+00
1.011343945625903379e-01,-2.194213547194694969e-01,-1.711219488074005798e-02,-1.013809546563583519e-01,5.388231583657551171e-01,1.562606625339978406e-01,-2.268232169835989076e+00,-7.508812742993578137e-05,-1.937719612154951587e+00,-1.298222261734110106e+01,-5.272270042370883480e+00,-9.647672187125158061e+00,0.000000000000000000e+00
1.022324087190232544e-01,-2.194366096506384922e-01,-1.712042781612136549e-02,-1.033879533452083527e-01,6.704456226181295664e-01,-1.720108953026104337e-01,-2.071968379787679559e+00,-1.129682044982030867e-04,-2.263930156521262393e+00,-1.324911493943548457e+01,-5.580681199359228906e+00,-9.932363896597506070e+00,0.000000000000000000e+00
1.032798130134920250e-01,-2.194502689437425325e-01,-1.712779998465647699e-02,-1.050705029110733241e-01,4.958947529700959977e-01,1.765394399880857446e-01,-2.246325453075437739e+00,-1.397738216877563746e-04,-2.570550819220320360e+00,-1.349918463038146932e+01,-5.870322887179529658e+00,-1.019941256242224803e+01,0.000000000000000000e+00
1.043275795525550609e-01,-2.194635900256353689e-01,-1.713497606198339032e-02,-1.065610878985553400e-01,6.537187783934451657e-01,-1.797007569234033708e-01,-2.048256090543496999e+00,-1.587802131315559095e-04,-2.870030527773627771e+00,-1.374212132395418706e+01,-6.152817748678552690e+00,-1.045933410304925104e+01,0.000000000000000000e+00
1.053894315045517949e-01,-2.194768701231021579e-01,-1.714211007872426182e-02,-1.079306844443142649e-01,4.816299644439746563e-01,1.790368684097918273e-01,-2.235253093515595424e+00,-1.723137391325902583e-04,-3.165248166528899620e+00,-1.398005597721608417e+01,-6.430822208422510400e+00,-1.071448193532246407e+01,0.000000000000000000e+00
1.064834051831683587e-01,-2.194904886022051027e-01,-1.714939762144038551e-02,-1.092375420855149215e-01,6.454573641399126149e-01,-1.813448123308339377e-01,-2.039057250284630918e+00,-1.820202602642463207e-04,-3.459807136809430084e+00,-1.421561399957721861e+01,-6.707647289597047369e+00,-1.096777384678959422e+01,0.000000000000000000e+00
1.076036623380033225e-01,-2.195042688018901400e-01,-1.715673997848791987e-02,-1.105040673042685523e-01,4.752672608506233187e-01,1.787924557727764152e-01,-2.229379625248431029e+00,-1.890613597352527333e-04,-3.751614403740453518e+00,-1.444701303021131622e+01,-6.981294598439166776e+00,-1.121733283551259497e+01,0.000000000000000000e+00
1.087739763882735883e-01,-2.195187147317424203e-01,-1.716439473900927340e-02,-1.117738718201492648e-01,6.401760184517717445e-01,-1.809760932370758080e-01,-2.034916692610075017e+00,-1.942557199399322983e-04,-4.045283808021737926e+00,-1.467758257146246770e+01,-7.255992596010806039e+00,-1.146687378347338893e+01,0.000000000000000000e+00
1.099790975703105328e-01,-2.195334220685697668e-01,-1.717214233969787535e-02,-1.130456396972169958e-01,4.715726675058534156e-01,1.775289049158035870e-01,-2.225240556286300464e+00,-1.981800135219420058e-04,-4.336512192897400197e+00,-1.490383951220599812e+01,-7.527685332251343731e+00,-1.171266637285204482e+01,0.000000000000000000e+00
1.112472614139523169e-01,-2.195490055754785452e-01,-1.718029409813032898e-02,-1.143573931562570922e-01,6.356121145940361039e-01,-1.796060510874041283e-01,-2.032595502244359142e+00,-2.012404510724860487e-04,-4.630733276249078045e+00,-1.512969413877829261e+01,-7.801348812242934194e+00,-1.195907860278442847e+01,0.000000000000000000e+00
1.125584105198898788e-01,-2.195649329397483251e-01,-1.718856296062341860e-02,-1.156959486668078935e-01,4.686552312190387370e-01,1.756879243777668131e-01,-2.221413577899177039e+00,-2.037233109012830991e-04,-4.922615986861734072e+00,-1.535089558951714395e+01,-8.071977105769866156e+00,-1.220153447060900476e+01,0.000000000000000000e+00
1.139432580500718412e-01,-2.195818927401503029e-01,-1.719729348476278091e-02,-1.170968473887331746e-01,6.308635911341825553e-01,-1.775802919341041286e-01,-2.030867100785708423e+00,-2.058305306528710095e-04,-5.217992512051153220e+00,-1.557161977231368155e+01,-8.344904523627914017e+00,-1.244470776073691276e+01,0.000000000000000000e+00
1.153795097746355275e-01,-2.195992786689385246e-01,-1.720615989344308205e-02,-1.185411861411881651e-01,4.658006438126990334e-01,1.733830496795055742e-01,-2.217314831300968070e+00,-2.077047361866798567e-04,-5.511136311400076870e+00,-1.578734143009552149e+01,-8.614765926599702084e+00,-1.268371181489589183e+01,0.000000000000000000e+00
